,Project Reference,Academic Year,Mobility Duration,Activity (mob),Field of Education,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending City,Sending Organization,Receiving City,Receiving Organization,Participants,Activity Classification,New Participant Nationality,New Education Level,Receiving Country Name,Sending Country Name
7877,2015-3-BG01-KA105-022824,2016-2017,8,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,Yes,53,Termoli,Associazione Culturale Eufemia,,"Balkan Youth Festival ""The Balkan Youth""",1,Youth Exchange,Italy,Unknown,Bulgaria,Italy
7878,2014-1-CZ01-KA103-000620,2015-2016,5,Staff mobility for teaching between Programme Countries,Information and Communication Technologies (ICTs),Female,Staff,No,No,No,53,Praha,"PB-VYSSI ODBORNA SKOLA A STREDNI SKOLA MANAGEMENTU,S.R.O.",Barcelona,"CENTRE D'ESTUDIS ROCA, S.L.",1,Teach,Czechia,Tertiary Education,Spain,Czechia
7879,2016-2-HR01-KA105-022350,2016-2017,59,European Voluntary Service - Partner Countries,Other,Female,Learner,No,Yes,No,22,Oeiras,ProAtlântico - Associação Juvenil,Zagreb,O.A.ZA. - ODRZIVA ALTERNATIVA ZAJEDNICI,1,Voluntary,Portugal,Unknown,Croatia,Portugal
7880,2019-1-DE01-KA103-004649,2019-2020,124,Student mobility for studies between Programme Countries,"Business and administration, not further defined",Female,Learner,No,No,No,22,Münster,WESTFAELISCHE WILHELMS-UNIVERSITAET MUENSTER,Karlstad,KARLSTADS UNIVERSITET,1,Studies,Germany,Master,Sweden,Germany
7881,2016-1-EL01-KA103-023250,2017-2018,61,Student mobility for traineeships between Programme Countries,Veterinary,Female,Learner,No,No,No,22,VOLOS,PANEPISTIMIO THESSALIAS,Vienna,UNIVERSITY OF VETERINARY MEDICINE VIENNA,1,Traineeships,Greece,Bachelor,Austria,Greece
7882,2018-1-SK01-KA116-045967,2019-2020,12,Mobility of VET learners (2 weeks up to 3 months),"Agriculture, not further defined",Female,Learner,No,No,No,58,Pruske,Stredna odborna skola Pruske 294,Hollabrunn,Landwirtschaftliche Fachschule Hollabrunn,1,Learner,Slovakia,Master,Austria,Slovakia
7883,2014-2-ES02-KA105-000799,2014-2015,5,Mobility of youth workers - Programme Countries,Other,Male,Staff,No,No,No,22,Naxxar,TDM 2000 MALTA,SILLA,AJUNTAMENT DE SILLA,1,Workers,Malta,Unknown,Spain,Malta
7884,2014-1-AT01-KA103-000067,2015-2016,4,Staff mobility for teaching between Programme Countries,Teacher training with subject specialization,Female,Staff,No,No,No,22,Linz,Private Pädagogische Hochschule der Diözese Linz,CADIZ,UNIVERSIDAD DE CADIZ,1,Teach,Austria,Bachelor,Spain,Austria
7885,2017-1-LU01-KA105-023911,2017-2018,8,Youth Exchanges - Programme Countries,Other,Male,Learner,No,Yes,No,16,MURCIA,AYUNTAMIENTO DE MURCIA,Colmar-Berg,Nordstadjugend asbl,1,Youth Exchange,Spain,Unknown,Luxembourg,Spain
7886,2016-1-LI01-KA103-000049,2017-2018,4,Staff mobility for training between Programme Countries,Other,Male,Staff,No,No,No,16,VADUZ,UNIVERSITAT LIECHTENSTEIN,PARIS,ASSOCIATION GESTION ECOLE CENTRALE ELECTRONIQUE,1,Training,Austria,Unknown,France,Liechtenstein
7887,2014-1-FI01-KA103-000068,2014-2015,111,Student mobility for studies between Programme Countries,Language acquisition,Female,Learner,No,No,No,21,HELSINKI,HELSINGIN YLIOPISTO,CAEN,UNIVERSITE DE CAEN BASSE-NORMANDIE,1,Studies,Finland,Bachelor,France,Finland
7888,2017-1-DE02-KA116-003782,2018-2019,6,Training assignments abroad,Teacher training with subject specialization,Male,Staff,No,No,No,57,Jena,Staatliches Berufsbildendes Schulzentrum Jena-Göschwitz,Szeged,Szegedi Szakképzés Centrum Móravárosi Szakgimnáziuma és Szakközépiskolája,1,Training,Germany,Unknown,Hungary,Germany
7889,2018-1-SI01-KA116-046893,2019-2020,26,Mobility of VET learners (2 weeks up to 3 months),Hair and beauty services,Female,Learner,No,No,No,16,Ljubljana,Srednja frizerska sola Ljubljana,GIJÓN,Instituto de Educación Secundaria N º 1 de Gijón,2,Learner,Slovenia,Upper Secondary Education,Spain,Slovenia
7890,2015-1-NL01-KA102-008696,2016-2017,73,VET traineeships in companies abroad,Information and Communication Technologies (ICTs),Male,Learner,No,No,No,18,Arnhem,Rijn IJssel,Lahti,Lahden Datatronic Oy,1,Traineeships,Netherlands,Unknown,Finland,Netherlands
7891,2018-1-IT02-KA103-047419,2019-2020,140,Student mobility for studies between Programme Countries,Language acquisition,Female,Learner,No,No,No,24,TRIESTE,UNIVERSITA DEGLI STUDI DI TRIESTE,THESSALONIKI,ARISTOTELIO PANEPISTIMIO THESSALONIKIS,1,Studies,Italy,Bachelor,Greece,Italy
7892,2015-1-IE02-KA103-000406,2015-2016,244,Student mobility for traineeships between Programme Countries,"Languages, not further defined",Male,Learner,No,No,No,23,GALWAY,NATIONAL UNIVERSITY OF IRELAND GALWAY,ZARAGOZA,OBRA DIOCESANA SANTO DOMINGO DE SILOS,1,Traineeships,Ireland,Bachelor,Spain,Ireland
7893,2016-1-IT02-KA103-023799,2016-2017,152,Student mobility for studies between Programme Countries,"Education, not further defined",Male,Learner,No,No,No,24,FIRENZE,UNIVERSITA DEGLI STUDI DI FIRENZE,CADIZ,UNIVERSIDAD DE CADIZ,1,Studies,Italy,Bachelor,Spain,Italy
7894,2016-1-FR01-KA103-022152,2016-2017,278,Student mobility for studies between Programme Countries,History and archaeology,Male,Learner,No,No,No,22,Toulouse,UNIVERSITE DE TOULOUSE II - LE MIRAIL,Madrid,UNIVERSIDAD AUTONOMA DE MADRID,1,Studies,France,Master,Spain,France
7895,2015-1-DE01-KA103-001743,2015-2016,297,Student mobility for studies between Programme Countries,History and archaeology,Female,Learner,No,No,No,22,KOELN,UNIVERSITAET ZU KOELN,SEVILLA,UNIVERSIDAD DE SEVILLA,1,Studies,Germany,Bachelor,Spain,Germany
7896,2015-1-PL01-KA103-014671,2016-2017,5,Staff mobility for teaching between Programme Countries,"Business and administration, not further defined",Male,Staff,No,No,No,22,ZIELONA GORA,UNIWERSYTET ZIELONOGORSKI,BRATISLAVA,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,1,Teach,Poland,Bachelor,Slovakia,Poland
7897,2015-1-TR01-KA101-016920,2016-2017,10,Structured Courses/Training Events,Education,Male,Staff,No,No,No,49,ORTAHİSAR,ULKU ILKOKULU,Turku,English Drama Club-Turku,1,Training,Turkey,Unknown,Finland,Turkey
7898,2014-1-TR01-KA103-002444,2015-2016,67,Student mobility for traineeships between Programme Countries,Law,Male,Learner,No,No,No,22,ISTANBUL,Fatih Universitesi,Manchester,British Muslim Heritage Center Education,1,Traineeships,Turkey,Bachelor,United Kingdom,Turkey
7899,2017-1-TR01-KA103-039019,2018-2019,61,Student mobility for traineeships between Programme Countries,Electronics and automation,Female,Learner,No,No,No,24,NIGDE,Nigde Omer HALISDEMIR University,Essen,Securitim GmbH,1,Traineeships,Turkey,Bachelor,Germany,Turkey
7900,2016-1-UK01-KA103-023392,2017-2018,5,Staff mobility for teaching between Programme Countries,"Travel, tourism and leisure",Female,Staff,No,No,No,24,LIVERPOOL,LIVERPOOL JOHN MOORES UNIVERSITY,Karlsruhe,Karlshochschule gemeinnützige GmbH,1,Teach,United Kingdom,Bachelor,Germany,United Kingdom
7901,2015-1-BG01-KA103-013696,2016-2017,4,Staff mobility for teaching between Programme Countries,History and archaeology,Male,Staff,No,No,No,24,SOFIA,SOFIISKI UNIVERSITET SVETI KLIMENT OHRIDSKI,ROMA,UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA,1,Teach,Bulgaria,Not Classified,Italy,Bulgaria
7902,2018-1-PL01-KA103-047774,2018-2019,86,Student mobility for traineeships between Programme Countries,Architecture and town planning,Male,Learner,No,No,No,23,GLIWICE,POLITECHNIKA SLASKA,Wien,Zechner & Zechner ZT GmbH,1,Traineeships,Poland,Bachelor,Austria,Poland
7903,2016-1-SI01-KA103-021369,2016-2017,330,Student mobility for studies between Programme Countries,Food processing,Female,Learner,No,No,No,24,LJUBLJANA,UNIVERZA V LJUBLJANI,VALENCIA,UNIVERSITAT POLITECNICA DE VALENCIA,1,Studies,Slovenia,Master,Spain,Slovenia
7904,2016-2-DE04-KA105-014335,2016-2017,9,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,No,22,SERRES,praxis,Magdeburg,Deutsches Rotes Kreuz Landesverband Sachsen-Anhalt e.V.,1,Youth Exchange,Greece,Unknown,Germany,Greece
7905,2019-1-UK01-KA103-060492,2019-2020,133,Student mobility for studies between Programme Countries,Language acquisition,Female,Learner,No,No,No,20,PRESTON,UNIVERSITY OF CENTRAL LANCASHIRE,LYON CEDEX 08,UNIVERSITE LYON 3 JEAN MOULIN,1,Studies,United Kingdom,Bachelor,France,United Kingdom
7906,2017-1-DE04-KA105-015059,2017-2018,15,Youth Exchanges - Programme Countries,Other,Female,Learner,No,No,No,27,Chemnitz,Alternatives Jugendzentrum e.V.,Chemnitz,Alternatives Jugendzentrum e.V.,1,Youth Exchange,Germany,Unknown,Germany,Germany
7907,2016-2-IT03-KA105-008935,2016-2017,2,Advance Planning Visit – Youth Exchange,Other,Female,Learner,No,Yes,No,21,Svilengrad,"Association ""Sport club Izida-Svilengrad",Molfetta,Associazione InCo - Molfetta,1,Youth Exchange,Bulgaria,Unknown,Italy,Bulgaria
7908,2018-1-AT01-KA102-038857,2018-2019,21,Mobility of VET learners (2 weeks up to 3 months),"Education, not further defined",Male,Learner,No,Yes,No,25,Wien,Firma Wien Work Integrative Betriebe und AusbildungsgmbH,Karben,Berufsbildungswerk Südhessen GgmbH,1,Learner,Austria,Upper Secondary Education,Germany,Austria
7909,2018-1-DE01-KA103-004033,2018-2019,113,Student mobility for studies between Programme Countries,Biology,Female,Learner,No,No,No,21,Göttingen,GEORG-AUGUST-UNIVERSITAT GOTTINGENSTIFTUNG OFFENTLICHEN RECHTS,Helsinki,HELSINGIN YLIOPISTO,1,Studies,Germany,Bachelor,Finland,Germany
7910,2018-3-DE04-KA105-017341,2019-2020,12,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,Yes,23,Tartu,MTÜ Noored Toredate Mõtetega,Sovata,ASOCIATIA SOCIETATEA PENTRU TINERET OUTWARD BOUND ROMANIA,1,Youth Exchange,Estonia,Unknown,Romania,Estonia
7911,2018-1-AT01-KA103-038758,2019-2020,5,Staff mobility for teaching between Programme Countries,"Education, not further defined",Female,Staff,No,No,No,23,WIEN,KIRCHLICHE PADAGOGISCHE HOCHSCHULE WIEN,Utrecht,"Stichting Protestants Christelijk Hoger Beroepsonderwijs Utrecht, Marnix Academie",1,Teach,Austria,Bachelor,Netherlands,Austria
7912,2018-1-DE01-KA103-003796,2019-2020,5,Staff mobility for training between Programme Countries,Other,Male,Staff,No,No,No,23,Rostock,UNIVERSITAET ROSTOCK,Abo,ABO AKADEMI,1,Training,Germany,Unknown,Finland,Germany
7913,2017-1-EL01-KA103-035221,2017-2018,90,Student mobility for traineeships between Programme Countries,Sociology and cultural studies,Female,Learner,No,No,No,23,ΚΑΛΛΙΘΕΑ,PANTEIO PANEPISTIMIO KOINONIKON KAIPOLITIKON EPISTIMON,Romford,London Borough of Havering,1,Traineeships,Greece,Bachelor,United Kingdom,Greece
7914,2017-1-RS01-KA105-000101,2017-2018,10,Youth Exchanges - Programme Countries,Other,Female,Learner,No,Yes,No,24,Novi Sad,INZENJERI ZASTITE ZIVOTNE SREDINE UDRUZENJE,Rudnik,INZENJERI ZASTITE ZIVOTNE SREDINE UDRUZENJE,2,Youth Exchange,Serbia,Unknown,Serbia,Serbia
7915,2017-1-SK01-KA103-034961,2017-2018,111,Student mobility for studies between Programme Countries,"Business and administration, not further defined",Female,Learner,No,No,No,23,KOSICE,UNIVERZITA PAVLA JOZEFA SAFARIKA V KOSICIACH,KALLITHEA ATHINA,PANTEIO PANEPISTIMIO KOINONIKON KAIPOLITIKON EPISTIMON,1,Studies,Slovakia,Master,Greece,Slovakia
7916,2015-1-PT01-KA103-012542,2016-2017,3,Staff mobility for teaching between Programme Countries,"Social and behavioural sciences, not elsewhere classified",Female,Staff,No,No,No,23,Evora,UNIVERSIDADE DE EVORA,MADRID,UNIVERSIDAD COMPLUTENSE DE MADRID,1,Teach,Portugal,Master,Spain,Portugal
7917,2014-1-AT02-KA105-000025,2014-2015,7,Mobility of youth workers - Programme Countries,Other,Female,Staff,No,No,Yes,48,Linz,Kinderfreunde Mühlviertel,Klaffer am Hochficht,Kinderfreunde Mühlviertel,1,Workers,Austria,Unknown,Austria,Austria
7918,2018-2-RO01-KA105-049958,2019-2020,7,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,No,20,Evran,En root,Ocna Sugatag,Asociatia Szigeti Magyar Ifjusági Szervezet,1,Youth Exchange,France,Unknown,Romania,France
7919,2016-1-UK01-KA107-024017,2018-2019,5,Staff mobility for Teaching To/From Partner Countries,Sports,Male,Staff,No,No,No,20,Cardiff,CARDIFF METROPOLITAN UNIVERSITY,Damour,Modern University for Business and Science,1,Teach,United Kingdom,Doctoral,Lebanon,United Kingdom
7920,2017-1-DE01-KA103-003045,2017-2018,128,Student mobility for studies between Programme Countries,Management and administration,Female,Learner,No,No,No,24,IDSTEIN,HOCHSCHULE FRESENIUS GEMEINNUTZIGEGMBH,ELVERUM,HOGSKOLEN I INNLANDET,1,Studies,Germany,Master,Norway,Germany
7921,2018-1-UK01-KA103-047207,2019-2020,108,Student mobility for studies between Programme Countries,"Social and behavioural sciences, not further defined",Male,Learner,No,No,No,22,LONDON,GOLDSMITHS' COLLEGE,KOBENHAVN,KOBENHAVNS UNIVERSITET,1,Studies,United Kingdom,Bachelor,Denmark,United Kingdom
7922,2017-1-MK01-KA102-035243,2017-2018,5,Staff training abroad,Education,Female,Staff,No,No,No,47,Veles,Sredno strucno opstinsko uciliste Kole Nedelkovski Veles,SOFIA,MEZHDUNARODEN CENTAR ZA RAZVITIE NA OBRAZOVANIETO I OBUCHENIETO,1,Training,North Macedonia,Unknown,Bulgaria,North Macedonia
7923,2018-1-SK01-KA102-046199,2019-2020,18,Mobility of VET learners (2 weeks up to 3 months),Education,Female,Learner,No,Yes,No,18,Humenne,Stredna zdravotnicka skola,Třebíč,"Vyssi odborna skola a Stredni skola veterinarni, zemedelska a zdravotnicka Trebic",2,Learner,Slovakia,Upper Secondary Education,Czechia,Slovakia
7924,2016-1-NO02-KA105-000682,2016-2017,2,Advance Planning Visit – Youth Exchange,Other,Female,Learner,No,No,Yes,19,Česká Lípa,Farní charita Ceska Lipa,Kwidzyn,Stowarzyszenie Akwedukt,1,Youth Exchange,Czechia,Unknown,Poland,Czechia
7925,2019-1-TR01-KA105-070866,2019-2020,8,Youth Exchanges - Programme Countries,Other,Male,Learner,No,Yes,Yes,20,RESITA,ASOCIATIA NEVO PARUDIMOS,İstanbul,Active EuroYouth,1,Youth Exchange,Romania,Unknown,Turkey,Romania
7926,2018-1-NL01-KA103-038566,2018-2019,151,Student mobility for studies between Programme Countries,"Engineering and engineering trades, not further defined",Male,Learner,No,No,No,20,Delft,TECHNISCHE UNIVERSITEIT DELFT,UNKNOWN,LUNDS UNIVERSITET,1,Studies,Netherlands,Bachelor,Sweden,Netherlands
7927,2017-1-PL01-KA102-037776,2018-2019,26,VET traineeships in companies abroad,"Hotel, restaurants and catering",Male,Learner,No,No,No,21,Bolków,Zespol Szkol i Placowek im. W. Witosa w Bolkowie,Cuba Alentejo,Associação Educativa Nacional de Inclusão e Inovação nas Escolas- AENIE,1,Traineeships,Poland,Upper Secondary Education,Portugal,Poland
7928,2015-2-EE01-KA105-013563,2015-2016,8,Mobility of youth workers - Programme Countries,Other,Male,Staff,No,Yes,No,30,Keelby,Act Global CIC,Vidrike,SEIKLEJATE VENNASKOND,1,Workers,United Kingdom,Unknown,Estonia,United Kingdom
7929,2014-1-DE02-KA102-000097,2015-2016,17,VET learners traineeships in vocational institutes abroad,Training for pre-school teachers,Female,Learner,No,No,No,22,Neunkirchen,"Edith-Stein-Schule, Akademie für Erzieher, Bischöfliche Fachschule für Sozialpädagogik",MALAKOFF,Centre L'Horizon,1,Traineeships,Germany,Unknown,France,Germany
7930,2014-1-NO01-KA101-000197,2016-2017,5,Staff training abroad,Education,Female,Staff,No,No,No,47,Billingstad,Holmen barnehage,Auchterarder,Mindstretchers Ltd,1,Training,Norway,Unknown,United Kingdom,Norway
7931,2017-1-PT01-KA103-035297,2018-2019,144,Student mobility for studies between Programme Countries,"Travel, tourism and leisure",Female,Learner,No,No,No,21,TOMAR,INSTITUTO POLITECNICO DE TOMAR,MECHELEN,THOMAS MORE MECHELEN-ANTWERPEN,1,Studies,Portugal,Bachelor,Belgium,Portugal
7932,2014-1-TR01-KA103-000807,2014-2015,138,Student mobility for studies between Programme Countries,"Business and administration, not elsewhere classified",Female,Learner,No,No,No,20,Nevsehir,NEVSEHIR HACI BEKTAS VELI UNIVERSITY,Klaipeda,Klaipedos valstybine kolegija,1,Studies,Turkey,Bachelor,Lithuania,Turkey
7933,2019-1-ES01-KA103-061622,2019-2020,140,Student mobility for studies between Programme Countries,Audio-visual techniques and media production,Female,Learner,No,No,No,21,VALENCIA,Escuela de arte y superior de Diseño de Valencia,ROMA,Rome University of Fine Arts,1,Studies,Spain,Bachelor,Italy,Spain
7934,2015-1-IT01-KA102-004457,2016-2017,35,VET traineeships in companies abroad,"Business, administration and law",Female,Learner,No,No,No,17,REGGIO EMILIA,ISTITUTO SCARUFFI LEVI  TRICOLORE,Leipzig,R.ewa Consulting,4,Traineeships,Italy,Unknown,Germany,Italy
7935,2015-1-BG01-KA105-013468,2015-2016,8,Mobility of youth workers - Partner Countries,Other,Female,Staff,No,No,No,24,Belgrade,Youth support alliance,Berkovitsa,AIM,1,Workers,Serbia,Unknown,Bulgaria,Serbia
7936,2016-1-PL01-KA107-024503,2017-2018,5,Staff mobility for Teaching To/From Partner Countries,"Security services, not further defined",Male,Staff,No,No,No,24,PUNE,THE SAVITRIBAI PHULE PUNE UNIVERSITY,Nysa,Panstwowa Wyzsza Szkola Zawodowa w Nysie,1,Teach,India,Bachelor,Poland,India
7937,2018-2-EE01-KA105-047207,2018-2019,7,Youth Exchanges - Programme Countries,Other,Female,Learner,No,No,No,25,TALLINN,MITTETULUNDUSUHING YOUTH SENATE TALLINN,Palmse,MITTETULUNDUSUHING YOUTH SENATE TALLINN,1,Youth Exchange,Estonia,Unknown,Estonia,Estonia
7938,2014-1-NL01-KA102-000020,2015-2016,32,VET learners traineeships in vocational institutes abroad,"Hotel, restaurants and catering",Male,Learner,No,No,No,18,Sneek,Stichting voor Christelijk beroepsonderwijs en volwassen educatie Friesland/Flevoland,Vilhelmina,"Zweden, Folkets Hus, Malgomajskolan",1,Traineeships,Netherlands,Unknown,Sweden,Netherlands
7939,2018-1-SE01-KA102-038791,2018-2019,28,Mobility of VET learners (2 weeks up to 3 months),"Agriculture, not elsewhere classified",Female,Learner,No,No,No,18,Reftele,Stora Segerstad naturbrukscentrum,Portarlington,Equipeople Ltd,1,Learner,Sweden,Upper Secondary Education,Ireland,Sweden
7940,2019-2-PT02-KA105-006138,2019-2020,6,Youth Exchanges - Programme Countries,Other,Female,Learner,No,No,No,20,SEMELISKIU MSTL. ELEKTRENU SAV,VIESOJI ISTAIGA SEMELISKIU BENDRUOMENES INICIATYVOS,Fundão,Histerico - Associacao de Artes,2,Youth Exchange,Lithuania,Unknown,Portugal,Lithuania
7941,2017-1-DE02-KA102-003880,2018-2019,27,VET learners traineeships in vocational institutes abroad,"Business and administration, not elsewhere classified",Female,Learner,No,No,No,17,SOEST,KREIS SOEST,Malahide,INI Intern-National Ireland Ltd,2,Traineeships,Germany,Upper Secondary Education,Ireland,Germany
7942,2017-1-RO01-KA105-036333,2017-2018,9,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,Yes,24,BADALONA,ASOCIACION MUNDUS - UN MUNDO A TUS PIES,Horezu,"Asociatia ""Centrul pentru Dezvoltarea Instrumentelor Structurale""",1,Youth Exchange,China,Unknown,Romania,Spain
7943,2016-1-FR01-KA102-022871,2017-2018,19,VET traineeships in companies abroad,Personal services,Female,Learner,No,No,No,18,SEYSSEL,MFR SEYSSEL,PULA,Dje?ji Vrti? KU?ICA OD LICITRA,2,Traineeships,France,Upper Secondary Education,Croatia,France
7944,2015-1-BG01-KA105-013603,2015-2016,2,Advance Planning Visit – Youth Exchange,Other,Female,Learner,No,No,No,42,Burgas,Profilirana gimnazia s prepodavane na angliiski ezik Geo Milev,Minsk,"Molodezhnoje obschestvennoe objedinenije ""ALTERA""",1,Youth Exchange,Bulgaria,Unknown,Belarus,Bulgaria
7945,2016-1-TR01-KA107-032815,2017-2018,116,Student mobility for Studies To/From Partner Countries,Teacher training with subject specialization,Male,Learner,No,No,No,23,Ulaanbaatar,Graduate University of Mongolia,ANKARA,MIDDLE EAST TECHNICAL UNIVERSITY,1,Studies,Mongolia,Bachelor,Turkey,Mongolia
7946,2019-1-PT01-KA101-060519,2019-2020,5,Structured Courses/Training Events,Teacher training with subject specialization,Female,Staff,No,No,No,49,Paço de Arcos,Agrupamento de Escolas de Paço de Arcos,Vichy,CAVILAM - Alliance française,1,Training,Portugal,Unknown,France,Portugal
7947,2015-1-UK01-KA102-012973,2016-2017,22,VET traineeships in companies abroad,"Travel, tourism and leisure",Male,Learner,No,No,No,18,BIRMINGHAM,UNIVERSITY COLLEGE BIRMINGHAM,LIMASSOL,D & C HOLIDAYS LIMITED,1,Traineeships,United Kingdom,Unknown,Cyprus,United Kingdom
7948,2017-1-RO01-KA107-035813,2019-2020,5,Staff mobility for Teaching To/From Partner Countries,"Languages, not further defined",Female,Staff,No,No,No,18,PITESTI,UNIVERSITATEA DIN PITESTI,VLORE,UNIVERSITETIT TE VLORES,1,Teach,Romania,Bachelor,Albania,Romania
